image_name,eye,noCircles,circles,TP,TN,FP,FN,TPFN,rTP,rTN,rFP,rFN,rHandAccum,rAutoAccum,imHeight,imWidth
PICTURES/Test_set_hard/21Hard.jpg,0,False,1,86.90604516301971,594.8919911602528,4.643845002156936,13.093954836979865,99.99999999999957,6177.901960784331,42289.168627451094,330.1176470588227,930.811764705881,7108.713725490242,6508.0196078431345,168,296
PICTURES/Test_set_hard/21Hard.jpg,1,False,1,96.03122264527862,685.0792380686403,5.456229760862615,3.9687773547212526,99.99999999999987,7012.576470588245,50027.172549019575,398.4352941176436,289.81568627451026,7302.392156862765,7411.01176470588,176,328
PICTURES/Test_set_hard/22Hard.jpg,0,False,1,81.71398550803663,654.9792037055217,1.5405436849434142,18.286014491963265,99.99999999999989,3525.5450980392166,28259.039215686335,66.46666666666697,788.9490196078452,4314.494117647067,3592.0117647058787,136,240
PICTURES/Test_set_hard/22Hard.jpg,1,False,1,50.24710232652474,650.1587260629698,5.499182537481057,49.75289767347487,99.9999999999996,2749.1490196078475,35571.866666666785,300.8745098039221,2722.1098039215635,5471.258823529432,3050.0235294117615,152,272
PICTURES/Test_set_hard/23Hard.jpg,0,False,1,94.94960763375296,848.2094026772429,19.130483870208906,5.050392366247017,99.99999999999997,5540.674509803932,49496.278431372615,1116.3372549019577,294.70980392156866,5835.384313725502,6657.01176470588,168,336
PICTURES/Test_set_hard/23Hard.jpg,1,False,1,56.2854995353643,620.7800763200061,10.600015745795545,43.71450046463554,99.99999999999984,3280.2549019607804,36178.356862745175,617.7568627450975,2547.6313725490227,5827.886274509812,3898.0117647058787,144,296
PICTURES/Test_set_hard/24Hard.jpg,0,True,0,0,0,0,0,0,0,0,0,0,0,0,144,240
PICTURES/Test_set_hard/24Hard.jpg,1,False,1,64.3762722873052,481.3082875903966,12.033441849044342,35.623727712694745,99.99999999999994,3187.231372549018,23829.29019607843,595.7686274509801,1763.7098039215684,4950.941176470589,3782.999999999998,136,216
PICTURES/Test_set_hard/25Hard.jpg,0,False,1,21.721090871620717,1018.8064889668397,148.9069882567078,78.27890912837917,99.99999999999989,1182.1137254901953,55445.88627450986,8103.874509803914,4260.125490196078,5442.23921568628,9285.988235294126,176,392
PICTURES/Test_set_hard/25Hard.jpg,1,False,1,67.15005033851176,879.6861066400411,105.87966289480026,32.84994966148821,99.99999999999997,3800.505882352943,49787.78431372551,5992.494117647051,1859.2156862745098,5659.721568627455,9793.000000000007,160,384
PICTURES/Test_set_hard/26Hard.jpg,0,False,1,0.2410989813186444,867.307097587678,10.69071241331253,99.75890101868139,100.00000000000003,14.247058823529404,51251.0470588233,631.7372549019611,5894.9686274509895,5909.215686274518,645.9843137254903,168,344
PICTURES/Test_set_hard/26Hard.jpg,1,False,1,22.695554587385796,794.618082243279,41.281732892931146,77.30444541261431,100.00000000000011,1117.4392156862752,39123.84705882349,2032.5490196078433,3806.164705882356,4923.603921568626,3149.988235294116,160,288
PICTURES/Test_set_hard/27Hard.jpg,0,False,1,60.13930623341349,568.1406576387182,8.013969041217866,39.86069376658648,99.99999999999997,6261.596078431373,59153.78039215697,834.3999999999999,4150.223529411756,10411.819607843132,7095.996078431371,176,400
PICTURES/Test_set_hard/27Hard.jpg,1,False,1,6.331578457290435,784.8406376105055,25.689040154716476,93.66842154270978,100.00000000000021,647.976470588235,80320.92941176474,2629.0274509803903,9586.066666666584,10234.043137254797,3277.003921568626,208,448
PICTURES/Test_set_hard/28Hard.jpg,0,True,0,0,0,0,0,0,0,0,0,0,0,0,88,168
PICTURES/Test_set_hard/28Hard.jpg,1,True,0,0,0,0,0,0,0,0,0,0,0,0,88,176
PICTURES/Test_set_hard/29Hard.jpg,0,True,0,0,0,0,0,0,0,0,0,0,0,0,96,184
PICTURES/Test_set_hard/29Hard.jpg,1,False,1,78.40254684771205,650.2455595922037,8.313140599527692,21.597453152287972,100.00000000000001,3598.4862745098017,29844.69019607841,381.55294117647094,991.2705882352941,4589.756862745095,3980.0392156862717,128,272
PICTURES/Test_set_hard/30Hard.jpg,0,False,1,31.01935343260597,791.7904895122387,0.34496218546317503,68.98064656739388,99.99999999999984,1361.8627450980387,34762.490196078434,15.145098039215661,3028.5019607843074,4390.364705882353,1377.0078431372535,144,272
PICTURES/Test_set_hard/30Hard.jpg,1,False,1,0.0,841.6471757951829,0.0,100.0,100.0,0.0,33063.56470588238,0.0,3928.435294117649,3928.435294117649,0.0,136,272
PICTURES/Test_set_hard/31Hard.jpg,0,False,1,52.78570444852135,617.2580450653531,12.92141285740484,47.214295551478635,99.99999999999999,2900.909803921566,33922.25098039213,710.1137254901953,2594.7254901960755,5495.635294117642,3611.0235294117606,152,264
PICTURES/Test_set_hard/31Hard.jpg,1,False,1,60.91056206875397,771.8817187630909,32.50543768319396,39.089437931245996,99.99999999999997,3620.7411764705885,45883.403921568606,1932.239215686271,2323.6156862745065,5944.356862745097,5552.9803921568555,168,320
PICTURES/Test_set_hard/32Hard.jpg,0,False,1,1.2915039458119284,537.9752394224715,60.19526502568422,98.708496054188,99.99999999999993,31.254901960784284,13019.211764705939,1456.749019607843,2388.784313725489,2420.039215686275,1488.0039215686272,96,176
PICTURES/Test_set_hard/32Hard.jpg,1,True,0,0,0,0,0,0,0,0,0,0,0,0,96,168
PICTURES/Test_set_hard/33Hard.jpg,0,False,1,73.47594867690019,555.7707988143989,0.4398713810355485,26.52405132309978,99.99999999999997,4629.290196078429,35015.87058823554,27.713725490196026,1671.1254901960804,6300.415686274511,4657.003921568622,152,272
