image_name,eye,noCircles,TP,FN,FP,TPFN
PICTURES/Test_set_easy/001Easy.jpg,0,False,61.75323091928798,38.24676908071202,0.0975371860521824,100.0
PICTURES/Test_set_easy/001Easy.jpg,1,False,80.82916506348596,19.170834936514044,0.0,100.0
PICTURES/Test_set_easy/002Easy.jpg,0,False,92.55401733730108,7.445982662698926,8.578082546254366,100.0
PICTURES/Test_set_easy/002Easy.jpg,1,False,90.80882352941177,9.191176470588236,7.508723828514456,100.0
PICTURES/Test_set_easy/003Easy.jpg,0,False,88.22782514057683,11.772174859423181,0.0834391438418284,100.0
PICTURES/Test_set_easy/003Easy.jpg,1,False,89.08829025225786,10.911709747742137,14.964185611958891,100.0
PICTURES/Test_set_easy/004Easy.jpg,0,False,69.96670459813714,30.03329540186286,0.0,100.0
PICTURES/Test_set_easy/004Easy.jpg,1,False,56.70103092783505,43.29896907216495,0.0,100.0
PICTURES/Test_set_easy/005Easy.jpg,0,False,74.97013826392866,25.02986173607134,0.0,100.0
PICTURES/Test_set_easy/005Easy.jpg,1,False,82.35543496693234,17.64456503306766,0.0,100.0
PICTURES/Test_set_easy/006Easy.jpg,0,False,97.6636181766219,2.3363818233781077,14.704201200342956,100.0
PICTURES/Test_set_easy/006Easy.jpg,1,False,96.09567096341554,3.904329036584457,31.786007003949035,100.0
PICTURES/Test_set_easy/007Easy.jpg,0,False,90.56557377049181,9.434426229508198,6.8196721311475414,100.0
PICTURES/Test_set_easy/007Easy.jpg,1,False,41.66666666666667,58.333333333333336,0.0,100.0
PICTURES/Test_set_easy/008Easy.jpg,0,False,44.584086799276676,55.41591320072333,21.754068716094032,100.0
PICTURES/Test_set_easy/008Easy.jpg,1,False,47.096425677500676,52.903574322499324,3.2772125686504006,100.0
PICTURES/Test_set_easy/009Easy.jpg,0,False,63.49368610944077,36.50631389055923,0.0,100.0
PICTURES/Test_set_easy/009Easy.jpg,1,False,58.16716902388129,41.832830976118714,0.0,100.0
PICTURES/Test_set_easy/010easy.jpg,0,False,20.958032335741315,79.04196766425868,0.0,100.0
PICTURES/Test_set_easy/010easy.jpg,1,False,50.57613486969299,49.423865130307014,0.0,100.0
PICTURES/Test_set_easy/011Easy.jpg,0,False,66.19672131147541,33.80327868852459,0.0,100.0
PICTURES/Test_set_easy/011Easy.jpg,1,False,66.64613489374808,33.353865106251924,0.0,100.0
PICTURES/Test_set_easy/012Easy.jpg,0,False,79.68702429519577,20.312975704804238,1.309139621262863,100.0
PICTURES/Test_set_easy/012Easy.jpg,1,False,94.39506172839506,5.604938271604938,1.4135802469135803,100.0
PICTURES/Test_set_easy/013Easy.jpg,0,False,94.98061862194447,5.019381378055534,10.208844237006566,100.0
PICTURES/Test_set_easy/013Easy.jpg,1,False,92.50640738781985,7.493592612180139,4.796387453724421,99.99999999999999
PICTURES/Test_set_easy/014Easy.jpg,0,False,79.37045106856428,20.629548931435725,3.2172824625654814,100.0
PICTURES/Test_set_easy/014Easy.jpg,1,False,83.49798580471898,16.502014195281028,15.09207749856129,100.0
PICTURES/Test_set_easy/015Easy.jpg,0,False,96.82397451214656,3.176025487853445,3.753484667463162,100.00000000000001
PICTURES/Test_set_easy/015Easy.jpg,1,False,81.60033780217461,18.399662197825396,8.170590098173756,100.0
PICTURES/Test_set_easy/016Easy.jpg,0,False,86.24727848518836,13.75272151481164,0.8148050405753118,100.0
PICTURES/Test_set_easy/016Easy.jpg,1,False,88.5220488802401,11.477951119759886,0.296843563442066,100.0
PICTURES/Test_set_easy/017Easy.jpg,0,False,98.0,2.0,7.232876712328768,100.0
PICTURES/Test_set_easy/017Easy.jpg,1,False,98.17446863997914,1.8255313600208631,9.297170426391968,100.0
PICTURES/Test_set_easy/018Easy.jpg,0,False,59.990920783838995,40.009079216161005,0.269854480340975,100.0
PICTURES/Test_set_easy/018Easy.jpg,1,False,70.72724992385287,29.272750076147137,0.5213839069750775,100.0
PICTURES/Test_set_easy/019Easy.jpg,0,False,63.01652892561983,36.98347107438016,3.607755880483153,100.0
PICTURES/Test_set_easy/019Easy.jpg,1,False,50.44090191009622,49.55909808990378,26.25592417061611,100.0
PICTURES/Test_set_easy/020Easy.jpg,0,False,94.48608964451314,5.513910355486862,5.057959814528593,100.0
PICTURES/Test_set_easy/020Easy.jpg,1,False,90.62595888309298,9.374041116907026,7.678735808530224,100.0
